legacy_org_id,cohort,organization_name,normalized_name,aliases,roster_status,consultants,evaluators,sector,region,target_group,supervisor,start_date_raw,start_date_iso,graduation_date_raw,graduation_date_iso,source_files,source_rows,record_hash_sha256
LEG-ORG-B2-010,2,الجمعية السعودية الخيرية للوقاية من السموم,الجمعيهالسعوديهالخيريهللوقايهمنالسموم,الجمعية السعودية للوقاية | جمعية الوقاية من السموم,PRIMARY_ROSTER,فهد النوفل,أبرار جيلاني,الصحة,بريدة,,وزراة الصحة,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!11 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | الجمعية السعودية للوقاية!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية الوقاية من السموم!2,d0b66ae0bdc29bbbb6d2dde2c8df5d9076d1bba3531c08ea86a4a9d278d50ef1
LEG-ORG-B2-011,2,أوقاف إثراء المعرفة,اوقافاثراءالمعرفه,,PRIMARY_ROSTER,فهد النوفل,أبرار جيلاني,,الرياض,,الهيئة العامة للأوقاف,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!12 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | أوقاف إثراء المعرفة!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | أوقاف إثراء المعرفة!2,b79e91238ba3eda8c2627c6982a15501691b8012b8bedaa48e8728649d24f81a
LEG-ORG-B2-012,2,جمعية اكتشاف وتطوير المواهب (رائد),جمعيهاكتشافوتطويرالمواهبرايد,جمعية اكتشاف وتطوير المواهب,PRIMARY_ROSTER,فهد النوفل,أبرار جيلاني,التعليم,الرياض,,وزارة التعليم,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!13 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | جمعية اكتشاف وتطوير المواهب!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية اكتشاف وتطوير المواهب!2,dffadfe1778da3fe607a24b94f0c3ed1ff205e179098ce6151b25bf1583daea5
LEG-ORG-B2-013,2,جمعية كبار السن,جمعيهكبارالسن,,PRIMARY_ROSTER,فهد النوفل,أبرار جيلاني,,الرياض,,وزراة الموارد البشرية والتنمية الاجتماعية,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!14 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | جمعية كبار السن!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية كبار السن!2,42610c4bbc5a6f1587fc5cc5806ee5c645ba9c37ea3671eaa27e0427815e04f9
LEG-ORG-B2-014,2,الجمعية الخيرية لتحفيظ القرآن الكريم بمحافظة المذنب,الجمعيهالخيريهلتحفيظالقرانالكريمبمحافظهالمذنب,الجمعية الخيريةبمحافظة المذنب | جمعية تحفيظ القرآن المذنب,PRIMARY_ROSTER,فهد النوفل,أبرار جيلاني,,المذنب,,وزارة الشؤون الإسلامية والدعوة والإرشاد,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!15 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | الجمعية الخيريةبمحافظة المذنب!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية تحفيظ القرآن  المذنب!2,ddf18d346edc534d4b39df31abbe463e17a0b3a0caa574b01536142592b6022d
LEG-ORG-B2-015,2,الجمعية الخيرية لتحفيظ القران الكريم بمحافظة رماح,الجمعيهالخيريهلتحفيظالقرانالكريمبمحافظهرماح,الجمعية الخيرية بمحافظة رماح | جمعية تحفيظ القران رماح,PRIMARY_ROSTER,فهد النوفل,أبرار جيلاني,,رماح,,وزارة الشؤون الاسلامية,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!16 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | الجمعية الخيرية  بمحافظة رماح!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية تحفيظ القران رماح!2,ecca4270ec67b77c0628690525c3cf09f460f4355954aed0c8279f9864d25af6
LEG-ORG-B2-016,2,جمعية أجا النسائية الاهلية,جمعيهاجاالنساييهالاهليه,,PRIMARY_ROSTER,فهد النوفل,أبرار جيلاني,,حائل,,المركز الوطني للقطاع الغير الربحي,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!17 || dashboard_bundle_1/الدفعة 2/المستشار-فهد النوفل.xlsx | جمعية أجا النسائية الاهلية!2 || dashboard_bundle_1/المحكم-أبرار جيلاني.xlsx | جمعية أجا النسائية الاهلية!2,43d59bcdd115129d28682b64fc5588a6ceee41d2bd88caad12ce2fc58525371f
LEG-ORG-B2-017,2,جمعية التمور للخدمات الإنسانية,جمعيهالتمورللخدماتالانسانيه,,PRIMARY_ROSTER,سارة أبو الخير,حسين عواجي,,الرياض,,الوحدة الاشرافية لوزارة البلديات والاسكان,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!18 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية التمور للخدمات الإنسانية!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية التمور للخدمات الإنسانية!2,e75e7a774891f7e3380b77f477784b1207fee04a41666fa083bc7e1581da194b
LEG-ORG-B2-018,2,جمعية سدير الزراعية,جمعيهسديرالزراعيه,,PRIMARY_ROSTER,سارة أبو الخير,حسين عواجي,,حوطة سدير,,وزارة البيئة والمياه والزراعة,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!19 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية سدير الزراعية!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية سدير الزراعية!2,83c1a3bb5edc1b34121887e4e826e3d290bc56e4a6631f2ecc164c9ad344fdd1
LEG-ORG-B2-019,2,جمعية سلال الغذائية,جمعيهسلالالغذاييه,,PRIMARY_ROSTER,سارة أبو الخير,حسين عواجي,,الرياض,,وزارة البيئه والمياه والزراعه,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!20 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية سلال الغذائية!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية سلال الغذائية!2,0f84c18750eea272636c9da3a6933de94a30904586f7192f778648968c096f75
LEG-ORG-B2-020,2,جمعية التنمية الأهلية بحرمة,جمعيهالتنميهالاهليهبحرمه,,PRIMARY_ROSTER,سارة أبو الخير,حسين عواجي,,محافظة المجمعة - مركز حرمة,,المركز الوطني للقطاع الغير ربحي,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!21 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية التنمية الأهلية بحرمة!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية التنمية الأهلية بحرمة!2,326ad2d947b4edde21769ad7e521a8399669a29683d86e6dd67186dc33df7613
LEG-ORG-B2-021,2,جمعية العناية بالمكتبات الخاصة,جمعيهالعنايهبالمكتباتالخاصه,,PRIMARY_ROSTER,سارة أبو الخير,حسين عواجي,الثقافة,الرياض,,وزارة الثقافة,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!22 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية العناية بالمكتبات الخاصة!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية العناية بالمكتبات الخاصة!2,ba8580451d451d5ec60b1b58a1533b4ac4988ccf44bc7265347a64aae338e6e8
LEG-ORG-B2-022,2,تراحم الرياض,تراحمالرياض,,PRIMARY_ROSTER,سارة أبو الخير,حسين عواجي,,الرياض,,اللجنة الوطنية لرعاية السجناء والمفرج عنهم وأسرهم تراحم,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!23 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | تراحم الرياض!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | تراحم الرياض!2,9b1733393f795063752ec802eca352ff3c0ff3bd1352ceeec026d2eb584e6848
LEG-ORG-B2-023,2,جمعية صناعة القدرات الشبابية,جمعيهصناعهالقدراتالشبابيه,,PRIMARY_ROSTER,سارة أبو الخير,حسين عواجي,ارشاد وتوجيه,الرياض,,وزارة الموارد البشرية,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | dashboard_bundle_1/المحكم-حسين عواجي.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!24 || dashboard_bundle_1/الدفعة 2/المستشار-سارة أبو الخير .xlsx | جمعية صناعة القدرات الشبابية!2 || dashboard_bundle_1/المحكم-حسين عواجي.xlsx | جمعية صناعة القدرات الشبابية!2,540de70b235f68319a7cdf925e114988df638535d6e44cfdac7068e5b3e317df
LEG-ORG-B2-024,2,لجنة تراحم القصيم,لجنهتراحمالقصيم,,PRIMARY_ROSTER,وديع الحربي,علي الدوسري,خدمة مجتمعية,بريدة,الأسر,الأمانة العامة للجنة الوطنية لرعاية السجناء والمفرج عنهم وأسرهم (تراحم),,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | dashboard_bundle_1/المحكم-علي الدوسري.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!25 || dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | لجنة تراحم القصيم!2 || dashboard_bundle_1/المحكم-علي الدوسري.xlsx | لجنة تراحم القصيم!2,6fbb7c29ac3bf0467c7c249cee1d814975bb829e2637b5c002816591a493ae2a
LEG-ORG-B2-025,2,جمعية وطن طموح,جمعيهوطنطموح,,PRIMARY_ROSTER,وديع الحربي,علي الدوسري,التطوع,الرياض,الشباب,المركز الوطني لتنمية القطاع غير الربحي,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | dashboard_bundle_1/المحكم-علي الدوسري.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!26 || dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | جمعية وطن طموح!2 || dashboard_bundle_1/المحكم-علي الدوسري.xlsx | جمعية وطن طموح!2,9bbc94860881baec4c4b81f17fea429b1627c5a1168ed334b6c99df50fcf01f0
LEG-ORG-B2-026,2,جمعية دعم التعليم تعلم,جمعيهدعمالتعليمتعلم,,PRIMARY_ROSTER,وديع الحربي,علي الدوسري,التعليم,الرياض,,مركز التنمية بالرياض,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | dashboard_bundle_1/المحكم-علي الدوسري.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!27 || dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | جمعية دعم التعليم تعلم!2 || dashboard_bundle_1/المحكم-علي الدوسري.xlsx | جمعية دعم التعليم تعلم!2,a1fa759ccbb178158075d793d56bd537307dc81a8f27d4da36271165221d9f22
LEG-ORG-B2-027,2,جمعية عضيد للخدمات التطوعية,جمعيهعضيدللخدماتالتطوعيه,,PRIMARY_ROSTER,وديع الحربي,علي الدوسري,التطوع,بريده,,المركز الوطني لتنمية القطاع غير الربحي,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | dashboard_bundle_1/المحكم-علي الدوسري.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!28 || dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | جمعية عضيد للخدمات التطوعية!2 || dashboard_bundle_1/المحكم-علي الدوسري.xlsx | جمعية عضيد للخدمات التطوعية!2,dce06edbc0723cd3c29f3f2847c31c1e798a5c3069ae7fffe3b4b206cfb18c5a
LEG-ORG-B2-028,2,جمعية النخب العلمية,جمعيهالنخبالعلميه,,PRIMARY_ROSTER,وديع الحربي,علي الدوسري,التعليم,بريدة,,وزارة التعليم,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | dashboard_bundle_1/المحكم-علي الدوسري.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!29 || dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | جمعية النخب العلمية!2 || dashboard_bundle_1/المحكم-علي الدوسري.xlsx | جمعية النخب العلمية!2,947b5831a6f2a3e10d446020d36dc7063892c2866f00dca6b758193bb782668b
LEG-ORG-B2-029,2,جمعية ذو النون للرعاية الصحية المنزلية,جمعيهذوالنونللرعايهالصحيهالمنزليه,جمعية ذو النون | جمعية ذو النون للرعاية الصحية,PRIMARY_ROSTER,وديع الحربي,علي الدوسري,الصحة,حائل,,الوحدة الاشرافية لوزارة الصحة,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | dashboard_bundle_1/المحكم-علي الدوسري.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!30 || dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | جمعية ذو النون!2 || dashboard_bundle_1/المحكم-علي الدوسري.xlsx | جمعية ذو النون للرعاية الصحية!2,dc45ca1292e386093ba07adae96b564632792d5afc6f386c8626db0966c6eabd
LEG-ORG-B2-030,2,جمعية أخلاقنا لتعزيز القيم,جمعيهاخلاقنالتعزيزالقيم,,PRIMARY_ROSTER,وديع الحربي,علي الدوسري,ارشاد وتوجيه,الرياض,,المركز الوطني لتنمية القطاع غير الربحي,,,,,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | dashboard_bundle_1/المحكم-علي الدوسري.xlsx,dashboard_bundle_1/الدفعة 2/تقرير أداء الدفعة.xlsx | بيانات الجهات!31 || dashboard_bundle_1/الدفعة 2/المستشار-وديع الحربي.xlsx | جمعية أخلاقنا لتعزيز القيم!2 || dashboard_bundle_1/المحكم-علي الدوسري.xlsx | جمعية أخلاقنا لتعزيز القيم!2,d4beb624767f430649ddb68a64e8e3cb6cf17a8f55cc61b2d690f78a9e8da4e4
LEG-ORG-B3-001,3,مؤسسة منارات الهدى الوقفية,موسسهمناراتالهديالوقفيه,,PRIMARY_ROSTER,عبدالرحمن موسى,خالد الزهراني,,منطقة نجران,,الهيئة العامة للأوقاف,,,,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!2 || dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | مؤسسة منارات الهدى الوقفية!2 || dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx | مؤسسة منارات الهدى الوقفية!2,c8e7ea3de9a3b0925cfeed387ead1f7d9629ebb0284920c86d24dc355f1d4f4f
LEG-ORG-B3-002,3,جمعية التنمية الأهلية بالشقيق,جمعيهالتنميهالاهليهبالشقيق,,PRIMARY_ROSTER,عبدالرحمن موسى,خالد الزهراني,,منطقة جازان,,المركز الوطني لتنمية القطاع غير الربحي,,,,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!3 || dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | جمعية التنمية الأهلية بالشقيق!2 || dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx | جمعية التنمية الأهلية بالشقيق!2,5ffcfa04b0fa08814e4f5813302d0f41645ac677a8113f02881bf0aaf7ef4de0
LEG-ORG-B3-003,3,جمعية البر ايتاء ببيشة,جمعيهالبرايتاءببيشه,,PRIMARY_ROSTER,عبدالرحمن موسى,خالد الزهراني,,منطقة عسير,,المركز الوطني لتنمية القطاع الغير ربحي,,,,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!4 || dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | جمعية البر ايتاء ببيشة!2 || dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx | جمعية البر ايتاء ببيشة!2,4c209e0e5886351c986f2b95f4dcae96131d829939aadf72ab8aa05f66b7d9c4
LEG-ORG-B3-004,3,جمعية التنمية الأهلية بوادي جازان,جمعيهالتنميهالاهليهبواديجازان,جمعية التنمية بوادي جازان,PRIMARY_ROSTER,عبدالرحمن موسى,خالد الزهراني,,منطقة جازان,,المركز الوطني لتنمية القطاع الغير ربحي,,,,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!5 || dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | جمعية التنمية بوادي جازان!2 || dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx | جمعية التنمية بوادي جازان!2,dc5bb903f16dcf05c05ac79e713736669d24778f4ee0df82f207c1644bc140f8
LEG-ORG-B3-005,3,جمعية البر الخيرية بمحافظة بني حسن,جمعيهالبرالخيريهبمحافظهبنيحسن,جمعية البر بمحافظة بني حسن,PRIMARY_ROSTER,عبدالرحمن موسى,خالد الزهراني,,منطقة الباحة,,المركز الوطني للقطاع الغير ربحي,,,,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!6 || dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | جمعية البر بمحافظة بني حسن!2 || dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx | جمعية البر بمحافظة بني حسن!2,f3d3453a5f843508c32dc3dc5baaec6bcb62c0f53f36a66c625f4616dd7f4ea0
LEG-ORG-B3-006,3,الجمعية الخيرية لتحفيظ القران الكريم بنجران رتل,الجمعيهالخيريهلتحفيظالقرانالكريمبنجرانرتل,جمعية تحفيظ القران بنجران رتل | الجمعية الخيرية بنجران رتل,PRIMARY_ROSTER,عبدالرحمن موسى,خالد الزهراني,,منطقة نجران,,وزارة الشؤون الإسلامية,,,,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!7 || dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | جمعية تحفيظ القران بنجران رتل!2 || dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx | الجمعية الخيرية بنجران رتل!2,35d0097e3a17d6d1921c519de22ae5517de2deebb204e3c3a91226730990e775
LEG-ORG-B3-007,3,جمعية التنمية الأهلية بالباحر,جمعيهالتنميهالاهليهبالباحر,,PRIMARY_ROSTER,عبدالرحمن موسى,خالد الزهراني,,منطقة جازان,,المركز الوطني لتنمية القطاع غير الربحي,,,,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!8 || dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | جمعية التنمية الأهلية بالباحر!2 || dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx | جمعية التنمية الأهلية بالباحر!2,1bf91a645f96e659d7285e2b85f7e291d71cc89c63d337a7ee859c7a19e9eec3
LEG-ORG-B3-008,3,جمعية الدعوة والارشاد وتوعوية الجاليات بصناعية نجران إشراقة,جمعيهالدعوهوالارشادوتوعويهالجالياتبصناعيهنجراناشراقه,جمعية إشراقة | جمعية نجران إشراقة,PRIMARY_ROSTER,عبدالرحمن موسى,خالد الزهراني,الدعوة,منطقة نجران,,وزارة الموارد البشرية,,,,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!9 || dashboard_bundle_1/الدفعة 3/المحكم-خالد الزهراني.xlsx | جمعية إشراقة!2 || dashboard_bundle_1/الدفعة 3/المستشار-عبدالرحمن موسى.xlsx | جمعية نجران إشراقة!2,27ec78f03e3dada74ab944df00a84008e62861c51a67c3fdd3843a27990de546
LEG-ORG-B3-009,3,جمعية نبتون للتاهيل الطبي,جمعيهنبتونللتاهيلالطبي,,PRIMARY_ROSTER,ظافر القرني,أحمد خواجي,الصحة,منطقة جازان,,المركز الوطني لتنمية القطاع الغير ربحي,,,,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-أحمد خواجي.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-ظافر القرني.xlsx,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!10 || dashboard_bundle_1/الدفعة 3/المحكم-أحمد خواجي.xlsx | جمعية نبتون للتاهيل الطبي!2 || dashboard_bundle_1/الدفعة 3/المستشار-ظافر القرني.xlsx | جمعية نبتون للتاهيل الطبي!2,db5f498a2fa9b0e74d6cecc0bbdd84cc1a1509059252c9c3cc8c44ddd3645385
LEG-ORG-B3-010,3,اللجنة الوطنية لرعاية السجناء والمفرج عنهم وأسرهم ( بعسير ),اللجنهالوطنيهلرعايهالسجناءوالمفرجعنهمواسرهمبعسير,رعاية السجناء وأسرهم ( بعسير ) | اللجنة الوطنية لرعاية السجناء,PRIMARY_ROSTER,ظافر القرني,أحمد خواجي,,منطقة عسير,,الأمانة العامة للجنة الوطنية لرعاية السجناء والمفرج عنهم وأسرهم ( تراحم ) بالرياض,,,,,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | dashboard_bundle_1/الدفعة 3/المحكم-أحمد خواجي.xlsx | dashboard_bundle_1/الدفعة 3/المستشار-ظافر القرني.xlsx,dashboard_bundle_1/الدفعة 3/بيانات الجهات3.xlsx | بيانات الجهات!11 || dashboard_bundle_1/الدفعة 3/المحكم-أحمد خواجي.xlsx | رعاية السجناء وأسرهم ( بعسير )!2 || dashboard_bundle_1/الدفعة 3/المستشار-ظافر القرني.xlsx | اللجنة الوطنية لرعاية السجناء!2,5b49975f8f2601ccdf6d8a539515e63afc205a89b9421c1deb906445e682d46a
