lovable_org_id,canonical_org_name,expected_rows,actual_rows,rows_match_expected,unique_links,duplicate_links,empty_links,sum_work_hours,notes_count,evaluation_values,row_exists_count,link_exists_content_not_verified_count,content_verified_count,completed_count,approved_count_raw,graduation_claim,audit_note,recommended_status,statuses_summary
ORG-A01-01,جمعية المشي والجري,45,45,true,29,16,0,25.5,7,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A03-04,جمعية عطاء الاهلية بجدة,45,45,true,29,16,0,22.5,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A03-05,جمعية خبير للمختبرات الطبية,45,45,true,38,7,0,23.5,5,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A04-01,جمعية أفق لتطوير العمل الخيري والتطوعي,45,45,true,29,16,0,33.5,1,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A04-02,جمعية افاق الشبابية,45,45,true,29,16,0,29.5,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A04-03,جمعية تحفيظ القرآن الكريم بمحايل عسير ( تَعَاهَد),45,45,true,29,16,0,26.5,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A04-04,جمعية عبق الشبابية,45,45,true,29,16,0,25.0,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A04-05,اللجنة الوطنية لرعاية السجناء والمفرج عنهم وأسرهم ( بعسير ),45,45,true,28,17,0,28.0,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A05-01,جمعية التنمية الأهلية بالباحر,45,45,true,44,1,0,61.0,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A05-02,جمعية الدعوة والارشاد وتوعوية الجاليات بصناعية نجران إشراقة,45,45,true,43,2,0,53.0,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A05-03,جمعية التنمية الأهلية بالشقيق,45,45,true,44,1,0,66.0,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A05-04,الجمعية الخيرية لتحفيظ القران الكريم بنجران رتل,45,45,true,43,2,0,64.0,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A05-05,جمعية البر ايتاء ببيشة,45,45,true,44,1,0,51.0,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A05-06,جمعية البر الخيرية بمحافظة بني حسن,45,45,true,44,1,0,48.0,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A05-07,جمعية التنمية الأهلية بوادي جازان,45,45,true,44,1,0,60.0,1,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A06-01,جمعية الخدمات الاجتماعية بنمران,45,45,true,28,17,0,33.5,3,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A06-02,جمعية التنمية الأهلية بأحد المسارحة,45,45,true,28,17,0,33.5,1,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A06-03,ديوان وزارة الداخلية,45,45,true,29,16,0,35.5,2,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A06-04,جمعيه جمان التعليمية,45,45,true,28,17,0,31.5,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A06-05,جمعية ترميم للتنمية,45,45,true,28,17,0,25.5,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A06-06,جمعية وسم للتصلب المتعدد,45,45,true,29,16,0,29.5,1,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A06-07,جمعية أصول للمحتوى الدعوي,45,45,true,29,16,0,27.0,1,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A07-01,جمعية سقيا الخيرية,45,45,true,28,17,0,23.0,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A07-02,هيئة تطوير محمية الإمام عبدالعزيز بن محمد الملكية,45,45,true,28,17,0,22.5,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A07-03,جمعية التنمية الأهلية ببداء,45,45,true,29,16,0,22.5,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A07-04,جمعية البر الخيرية بمركز حقال,45,45,true,24,21,0,22.5,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A07-05,جمعية حرف التعليمية,45,45,true,28,17,0,22.5,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A07-06,هيئة تطويرمنطقة المدينة المنورة,45,45,true,28,17,0,22.5,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A07-07,جمعية مجلس حي اجيال الاجتماعي,45,45,true,28,17,0,22.5,0,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A08-01,جمعية البر الخيرية بالقنفذة,45,45,true,28,17,0,22.5,3,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A08-02,صندوق الشهداء والمصابين والأسرى والمفقودين,45,45,true,30,15,0,24.5,1,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A08-03,جمعية مسارات الشبابية,45,45,true,28,17,0,24.0,8,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A08-04,جمعية كفاءات الأهلية لبناء قدرات الشباب,45,45,true,30,15,0,25.0,5,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A08-05,جمعية مُعان الاهلية بمكة,45,45,true,32,13,0,23.0,7,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A08-06,أمانة المنطقة الشرقية,45,45,true,28,17,0,23.5,7,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A08-07,جمعية بلسم الاهلية لمساندة مرضى السرطان,45,45,true,30,15,0,26.0,7,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A08-08,وزارة النقل والخدمات اللوجستية,45,45,true,22,23,0,25.0,3,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
ORG-A08-09,جمعية ميراث العلمية,45,45,true,28,17,0,22.5,2,مقبول=45,45,45,0,0,45,NOT_GRADUATED_BY_ROW_COUNT_OR_APPROVAL,Row/link presence does NOT prove content completeness. Google file contents were NOT fetched or validated.,LINK_EXISTS_CONTENT_NOT_VERIFIED,ROW_EXISTS=45 ; LINK_EXISTS_CONTENT_NOT_VERIFIED=45 ; CONTENT_VERIFIED=0 ; COMPLETED=0 ; APPROVED=45 (raw 'مقبول' — NOT independently verified)
